"Nome da conta","Nome da campanha","Nome do conjunto de anúncios","Nome do anúncio","Identificação da conta","Identificação da campanha","Identificação do conjunto de anúncios","Identificação do anúncio",Anúncios,Idade,Gênero,Dia,Alcance,Impressões,Frequência,Moeda,"Valor usado (BRL)","Configuração de atribuição","Custo por lead",Leads,"Cliques no link","CTR (todos)","CPM (custo por 1.000 impressões)","CPC (custo por clique no link)","CPC (todos)",Visualizações,"Orçamento do conjunto de anúncios","Tipo de orçamento do conjunto de anúncios","Orçamento da campanha","Tipo de orçamento da campanha","Início dos relatórios","Encerramento dos relatórios"
"Conta Zontes",CP02_v-350_[inicio_01/01],"01 - amplo",AD05_v350_img_[13/01],7658357130952021,120212510922970714,120212510922950714,120238669724190714,AD05_v350_img_[13/01],25-34,female,2026-03-31,14,16,1.14285714,BRL,0.1,"Clique de 7 dias ou visualização de 1 dia",,,1,6.25,6.25,0.1,0.1,,"Using campaign budget",Daily,9,Daily,2026-03-31,2026-03-31
"Conta Haojue Sun Motors",CP07_nk-150_[inicio_18/09],CJ01_nk150_amplo,AD011_nk150_img_[05/03],184629203219671,120231793936550298,120231793936530298,120240269904510298,AD011_nk150_img_[05/03],25-34,female,2026-03-31,2,3,1.5,BRL,0.01,"Clique de 7 dias ou visualização de 1 dia",,,,0,3.33333333,,0,,"Using campaign budget",Daily,10,Daily,2026-03-31,2026-03-31
"Conta Haojue Sun Motors",CP08_dk-160_[inicio_14/10],CJ01_dk160_amplo,AD07_dk160_img_[05/03],184629203219671,120233157487530298,120233157487570298,120240273002990298,AD07_dk160_img_[05/03],25-34,female,2026-03-31,26,30,1.15384615,BRL,0.14,"Clique de 7 dias ou visualização de 1 dia",,,,0,4.66666667,,0,,"Using campaign budget",Daily,25,Daily,2026-03-31,2026-03-31
"Conta Zontes",CP03_e-350_[inicio_01/01],"[Amanita] Zontes - 350 Scooter - AMPLO",AD10_e350_img_[04/03],7658357130952021,120228803541830714,120228803541820714,120240463183430714,AD10_e350_img_[04/03],25-34,female,2026-03-31,114,129,1.13157895,BRL,0.67,"Clique de 7 dias ou visualização de 1 dia",,,2,1.5503876,5.19379845,0.335,0.335,,"Using campaign budget",Daily,20,Daily,2026-03-31,2026-03-31
"Conta Zontes",CP05_t-350+t-350-x_[inicio_01/01],"[Amanita] Zontes - T350 e T350x - Amplo",AD07_t350_img_[04/03]_com_preco,7658357130952021,120224545259140714,120224545259250714,120240463253460714,AD07_t350_img_[04/03]_com_preco,25-34,female,2026-03-31,21,24,1.14285714,BRL,0.09,"Clique de 7 dias ou visualização de 1 dia",,,,0,3.75,,0,,"Using campaign budget",Daily,20,Daily,2026-03-31,2026-03-31
"Conta Haojue Sun Motors",CP05_dl-160_[inicio_01/01],"[Amanita] Always On | DL160 - Amplo",AD08_dl160_img_[11/03],184629203219671,120228417084420298,120228417084570298,120240541315770298,AD08_dl160_img_[11/03],25-34,female,2026-03-31,1,1,1,BRL,0,"Clique de 7 dias ou visualização de 1 dia",,,,0,0,,0,,"Using campaign budget",Daily,20,Daily,2026-03-31,2026-03-31
"Conta Suzuki Sun Motors",CP06_gsx-8r_[inicio_08/09],CJ01_gsx-8r_amplo,AD016_gsx_8r_img_[17/03],722911362773979,120231169848870599,120231169848990599,120241226086240599,AD016_gsx_8r_img_[17/03],25-34,female,2026-03-31,72,91,1.26388889,BRL,0.51,"Clique de 7 dias ou visualização de 1 dia",,,,0,5.6043956,,0,,"Using campaign budget",Daily,15,Daily,2026-03-31,2026-03-31
"Conta Kia Sun Motors",CP07_sorento_[inicio_27/01],CJ01_sorento_amplo,AD01_sorrento_img_[27/01],277844195704332,6974778338815,6974778338615,6974778337815,AD01_sorrento_img_[27/01],25-34,female,2026-03-31,46,50,1.08695652,BRL,0.26,"Clique de 7 dias ou visualização de 1 dia",,,1,2,5.2,0.26,0.26,,"Using campaign budget",Daily,20,Daily,2026-03-31,2026-03-31
"Conta Kia Sun Motors",CP05_niro_[inicio_01/01],"[Amanita] Always On | KIA | Amplo",AD09_niro_img_[18/02],277844195704332,6729879019015,6729879019215,6983252644415,AD09_niro_img_[18/02],25-34,female,2026-03-31,12,13,1.08333333,BRL,0.18,"Clique de 7 dias ou visualização de 1 dia",,,,0,13.84615385,,0,,"Using campaign budget",Daily,20,Daily,2026-03-31,2026-03-31
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS",AD08_bongo_img_[03/03],277844195704332,6662637016215,6662637322615,6990343348815,AD08_bongo_img_[03/03],25-34,female,2026-03-31,61,78,1.27868852,BRL,0.52,"Clique de 7 dias ou visualização de 1 dia",,,1,1.28205128,6.66666667,0.52,0.52,,50,Daily,"Using ad set budget",,2026-03-31,2026-03-31
"Conta Kia Sun Motors",CP01_sportage_[inicio_08/09],CJ01_sportage_amplo,AD015_sportage_img_[04/03],277844195704332,6915514980415,6915514981215,6991218029015,AD015_sportage_img_[04/03],25-34,female,2026-03-31,11,12,1.09090909,BRL,0.08,"Clique de 7 dias ou visualização de 1 dia",,,,8.33333333,6.66666667,,0.08,,"Using campaign budget",Daily,25,Daily,2026-03-31,2026-03-31
"Conta Kia Sun Motors",CPE04_festival-seminovos_[inicio_11/02],CJE_amplo_seminovos_diversos,AD04_seminovos_carrossel_[20/03],277844195704332,6980813028015,6980813028615,6999332623815,AD04_seminovos_carrossel_[20/03],25-34,female,2026-03-31,7,9,1.28571429,BRL,0.33,"Clique de 7 dias ou visualização de 1 dia",,,,0,36.66666667,,0,,"Using campaign budget",Daily,10,Daily,2026-03-31,2026-03-31
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS",AD02_bongo_img_[24/11],277844195704332,6662637016215,6662637322615,6947902635015,AD02_bongo_img_[24/11],25-34,female,2026-03-31,1,1,1,BRL,0.01,"Clique de 7 dias ou visualização de 1 dia",,,,0,10,,0,,50,Daily,"Using ad set budget",,2026-03-31,2026-03-31
"Conta Kia Sun Motors",CPE04_festival-seminovos_[inicio_11/02],CJE_amplo_seminovos_diversos,AD03_seminovos_img_[20/03],277844195704332,6980813028015,6980813028615,6999332290015,AD03_seminovos_img_[20/03],25-34,female,2026-03-31,12,12,1,BRL,0.04,"Clique de 7 dias ou visualização de 1 dia",,,,0,3.33333333,,0,,"Using campaign budget",Daily,10,Daily,2026-03-31,2026-03-31
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS","AD Versatilidade - Bongo - Frete sem preço",277844195704332,6662637016215,6662637322615,6853552721615,"AD Versatilidade - Bongo - Frete sem preço",25-34,male,2026-03-31,46,56,1.2173913,BRL,0.6,"Clique de 7 dias ou visualização de 1 dia",,,1,1.78571429,10.71428571,0.6,0.6,,50,Daily,"Using ad set budget",,2026-03-31,2026-03-31
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS",AD09_bongo_video_[05/03],277844195704332,6662637016215,6662637322615,6991828947415,AD09_bongo_video_[05/03],25-34,male,2026-03-31,1,1,1,BRL,0.01,"Clique de 7 dias ou visualização de 1 dia",,,,0,10,,0,,50,Daily,"Using ad set budget",,2026-03-31,2026-03-31
"Conta Suzuki Sun Motors",CP02_gsx-8s_[inicio_01/01],"[Amanita] Suzuki - GSX-8S - Amplo","AD02 - GSX-8S",722911362773979,120211251061830599,120211847192070599,120211847192060599,"AD02 - GSX-8S",25-34,male,2026-03-31,679,738,1.08689249,BRL,5.07,"Clique de 7 dias ou visualização de 1 dia",2.535,2,12,2.30352304,6.8699187,0.4225,0.29823529,,"Using campaign budget",Daily,20,Daily,2026-03-31,2026-03-31
"Conta Haojue Sun Motors",CP06_master-ride-150_[inicio_08/09],CJ01_master_ride_amplo,AD01_master_ride_img_[08/09],184629203219671,120231323193670298,120231323193700298,120231323193930298,AD01_master_ride_img_[08/09],25-34,male,2026-03-31,88,108,1.22727273,BRL,0.8,"Clique de 7 dias ou visualização de 1 dia",,,2,0.92592593,7.40740741,0.4,0.8,,"Using campaign budget",Daily,25,Daily,2026-03-31,2026-03-31
"Conta Suzuki Sun Motors",CP09_gsx-s1000+gsx-s1000-gx_[inicio_05/02],CJ01_gsx-s1000+gsx-s1000-gx_amplo,AD04_gsx-s1000-gx_img_[08/12],722911362773979,120239355257350599,120239355257340599,120239355257310599,AD04_gsx-s1000-gx_img_[08/12],25-34,male,2026-03-31,263,305,1.15969582,BRL,1.29,"Clique de 7 dias ou visualização de 1 dia",,,1,0.32786885,4.2295082,1.29,1.29,,"Using campaign budget",Daily,18,Daily,2026-03-31,2026-03-31
"Conta Haojue Sun Motors",CP07_nk-150_[inicio_18/09],CJ01_nk150_amplo,AD08_nk150_img_[01/12],184629203219671,120231793936550298,120231793936530298,120236167397160298,AD08_nk150_img_[01/12],25-34,male,2026-03-31,450,543,1.20666667,BRL,4.16,"Clique de 7 dias ou visualização de 1 dia",,,2,0.73664825,7.6611418,2.08,1.04,,"Using campaign budget",Daily,10,Daily,2026-03-31,2026-03-31
"Conta Haojue Sun Motors",CP04_dr-160_[inicio_01/01],"[Amanita] Always On | DR160 - Amplo",AD07_dr160_img_[06/01],184629203219671,120218349708790298,120218349708850298,120237818342340298,AD07_dr160_img_[06/01],25-34,male,2026-03-31,779,918,1.17843389,BRL,6.78,"Clique de 7 dias ou visualização de 1 dia",6.78,1,2,0.32679739,7.38562092,3.39,2.26,,"Using campaign budget",Daily,10,Daily,2026-03-31,2026-03-31
"Conta Haojue Sun Motors",CP08_dk-160_[inicio_14/10],CJ01_dk160_amplo,AD06_dk160_img_[06/01],184629203219671,120233157487530298,120233157487570298,120237818393430298,AD06_dk160_img_[06/01],25-34,male,2026-03-31,525,606,1.15428571,BRL,2.94,"Clique de 7 dias ou visualização de 1 dia",,,,0.1650165,4.85148515,,2.94,,"Using campaign budget",Daily,25,Daily,2026-03-31,2026-03-31
"Conta Haojue Sun Motors",CP05_dl-160_[inicio_01/01],"[Amanita] Always On | DL160 - Amplo",AD07_dl160_img_[08/01],184629203219671,120228417084420298,120228417084570298,120237922343140298,AD07_dl160_img_[08/01],25-34,male,2026-03-31,408,470,1.15196078,BRL,2.51,"Clique de 7 dias ou visualização de 1 dia",2.51,1,2,0.85106383,5.34042553,1.255,0.6275,,"Using campaign budget",Daily,20,Daily,2026-03-31,2026-03-31
"Conta Zontes",CP05_t-350+t-350-x_[inicio_01/01],"[Amanita] Zontes - T350 e T350x - Amplo",AD06_t350_img_[13/01]_com_preco,7658357130952021,120224545259140714,120224545259250714,120238669666370714,AD06_t350_img_[13/01]_com_preco,25-34,male,2026-03-31,52,59,1.13461538,BRL,0.52,"Clique de 7 dias ou visualização de 1 dia",,,,0,8.81355932,,0,,"Using campaign budget",Daily,20,Daily,2026-03-31,2026-03-31
"Conta Zontes",CP02_v-350_[inicio_01/01],"01 - amplo",AD05_v350_img_[13/01],7658357130952021,120212510922970714,120212510922950714,120238669724190714,AD05_v350_img_[13/01],25-34,male,2026-03-31,657,735,1.11872146,BRL,3.68,"Clique de 7 dias ou visualização de 1 dia",3.68,1,8,1.76870748,5.00680272,0.46,0.28307692,,"Using campaign budget",Daily,9,Daily,2026-03-31,2026-03-31
"Conta Haojue Sun Motors",CP06_master-ride-150_[inicio_08/09],CJ01_master_ride_amplo,AD10_master_ride_img_[05/02],184629203219671,120231323193670298,120231323193700298,120238979706070298,AD10_master_ride_img_[05/02],25-34,male,2026-03-31,2,3,1.5,BRL,0.05,"Clique de 7 dias ou visualização de 1 dia",,,,0,16.66666667,,0,,"Using campaign budget",Daily,25,Daily,2026-03-31,2026-03-31
"Conta Haojue Sun Motors",CP07_nk-150_[inicio_18/09],CJ01_nk150_amplo,AD011_nk150_img_[05/03],184629203219671,120231793936550298,120231793936530298,120240269904510298,AD011_nk150_img_[05/03],25-34,male,2026-03-31,94,102,1.08510638,BRL,0.63,"Clique de 7 dias ou visualização de 1 dia",,,3,3.92156863,6.17647059,0.21,0.1575,,"Using campaign budget",Daily,10,Daily,2026-03-31,2026-03-31
"Conta Haojue Sun Motors",CP08_dk-160_[inicio_14/10],CJ01_dk160_amplo,AD07_dk160_img_[05/03],184629203219671,120233157487530298,120233157487570298,120240273002990298,AD07_dk160_img_[05/03],25-34,male,2026-03-31,408,509,1.24754902,BRL,2.34,"Clique de 7 dias ou visualização de 1 dia",2.34,1,5,1.76817289,4.59724951,0.468,0.26,,"Using campaign budget",Daily,25,Daily,2026-03-31,2026-03-31
"Conta Zontes",CP03_e-350_[inicio_01/01],"[Amanita] Zontes - 350 Scooter - AMPLO",AD10_e350_img_[04/03],7658357130952021,120228803541830714,120228803541820714,120240463183430714,AD10_e350_img_[04/03],25-34,male,2026-03-31,340,406,1.19411765,BRL,2.08,"Clique de 7 dias ou visualização de 1 dia",1.04,2,7,2.46305419,5.12315271,0.29714286,0.208,,"Using campaign budget",Daily,20,Daily,2026-03-31,2026-03-31
"Conta Zontes",CP05_t-350+t-350-x_[inicio_01/01],"[Amanita] Zontes - T350 e T350x - Amplo",AD07_t350_img_[04/03]_com_preco,7658357130952021,120224545259140714,120224545259250714,120240463253460714,AD07_t350_img_[04/03]_com_preco,25-34,male,2026-03-31,559,639,1.1431127,BRL,2.72,"Clique de 7 dias ou visualização de 1 dia",,,4,0.93896714,4.25665102,0.68,0.45333333,,"Using campaign budget",Daily,20,Daily,2026-03-31,2026-03-31
"Conta Zontes",CP02_v-350_[inicio_01/01],"01 - amplo",AD06_v350_img_[04/03]_com_preco,7658357130952021,120212510922970714,120212510922950714,120240463508870714,AD06_v350_img_[04/03]_com_preco,25-34,male,2026-03-31,2,2,1,BRL,0.01,"Clique de 7 dias ou visualização de 1 dia",,,,0,5,,0,,"Using campaign budget",Daily,9,Daily,2026-03-31,2026-03-31
"Conta Suzuki Sun Motors",CP09_gsx-s1000+gsx-s1000-gx_[inicio_05/02],CJ01_gsx-s1000+gsx-s1000-gx_amplo,AD04_gsx-s1000-gx_img_[04/03],722911362773979,120239355257350599,120239355257340599,120240558726840599,AD04_gsx-s1000-gx_img_[04/03],25-34,male,2026-03-31,12,13,1.08333333,BRL,0.08,"Clique de 7 dias ou visualização de 1 dia",,,,0,6.15384615,,0,,"Using campaign budget",Daily,18,Daily,2026-03-31,2026-03-31
"Conta Suzuki Sun Motors",CP06_gsx-8r_[inicio_08/09],CJ01_gsx-8r_amplo,AD016_gsx_8r_img_[17/03],722911362773979,120231169848870599,120231169848990599,120241226086240599,AD016_gsx_8r_img_[17/03],25-34,male,2026-03-31,814,993,1.21990172,BRL,4.57,"Clique de 7 dias ou visualização de 1 dia",,,7,0.80563948,4.60221551,0.65285714,0.57125,,"Using campaign budget",Daily,15,Daily,2026-03-31,2026-03-31
"Conta Kia Sun Motors",CP02_stonic_[inicio_01/01],"[Amanita] Always On | KIA STONIC | Amplo",AD06_stonic_img_[14/01],277844195704332,6875080103815,6875080104415,6969866674215,AD06_stonic_img_[14/01],25-34,male,2026-03-31,2,2,1,BRL,0.03,"Clique de 7 dias ou visualização de 1 dia",,,,0,15,,0,,"Using campaign budget",Daily,10,Daily,2026-03-31,2026-03-31
"Conta Kia Sun Motors",CP07_sorento_[inicio_27/01],CJ01_sorento_amplo,AD01_sorrento_img_[27/01],277844195704332,6974778338815,6974778338615,6974778337815,AD01_sorrento_img_[27/01],25-34,male,2026-03-31,20,31,1.55,BRL,0.24,"Clique de 7 dias ou visualização de 1 dia",,,1,3.22580645,7.74193548,0.24,0.24,,"Using campaign budget",Daily,20,Daily,2026-03-31,2026-03-31
"Conta Kia Sun Motors",CP05_niro_[inicio_01/01],"[Amanita] Always On | KIA | Amplo",AD09_niro_img_[18/02],277844195704332,6729879019015,6729879019215,6983252644415,AD09_niro_img_[18/02],25-34,male,2026-03-31,96,118,1.22916667,BRL,1.38,"Clique de 7 dias ou visualização de 1 dia",0.69,2,4,5.93220339,11.69491525,0.345,0.19714286,,"Using campaign budget",Daily,20,Daily,2026-03-31,2026-03-31
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS",AD08_bongo_img_[03/03],277844195704332,6662637016215,6662637322615,6990343348815,AD08_bongo_img_[03/03],25-34,male,2026-03-31,795,1090,1.37106918,BRL,7.11,"Clique de 7 dias ou visualização de 1 dia",2.37,3,10,1.65137615,6.52293578,0.711,0.395,,50,Daily,"Using ad set budget",,2026-03-31,2026-03-31
"Conta Kia Sun Motors",CP01_sportage_[inicio_08/09],CJ01_sportage_amplo,AD015_sportage_img_[04/03],277844195704332,6915514980415,6915514981215,6991218029015,AD015_sportage_img_[04/03],25-34,male,2026-03-31,24,29,1.20833333,BRL,0.18,"Clique de 7 dias ou visualização de 1 dia",,,,0,6.20689655,,0,,"Using campaign budget",Daily,25,Daily,2026-03-31,2026-03-31
"Conta Kia Sun Motors",CP02_stonic_[inicio_01/01],"[Amanita] Always On | KIA STONIC | Amplo",AD07_stonic_img_[17/03],277844195704332,6875080103815,6875080104415,6997622580215,AD07_stonic_img_[17/03],25-34,male,2026-03-31,5,5,1,BRL,0.13,"Clique de 7 dias ou visualização de 1 dia",,,,0,26,,0,,"Using campaign budget",Daily,10,Daily,2026-03-31,2026-03-31
"Conta Kia Sun Motors",CP05_niro_[inicio_01/01],"[Amanita] Always On | KIA | Amplo",AD05_niro_img_[05/12],277844195704332,6729879019015,6729879019215,6953693449415,AD05_niro_img_[05/12],25-34,male,2026-03-31,1,1,1,BRL,0.01,"Clique de 7 dias ou visualização de 1 dia",,,,0,10,,0,,"Using campaign budget",Daily,20,Daily,2026-03-31,2026-03-31
"Conta Kia Sun Motors",CPE04_festival-seminovos_[inicio_11/02],CJE_amplo_seminovos_diversos,AD04_seminovos_carrossel_[20/03],277844195704332,6980813028015,6980813028615,6999332623815,AD04_seminovos_carrossel_[20/03],25-34,male,2026-03-31,53,58,1.09433962,BRL,0.63,"Clique de 7 dias ou visualização de 1 dia",,,1,1.72413793,10.86206897,0.63,0.63,,"Using campaign budget",Daily,10,Daily,2026-03-31,2026-03-31
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS",AD02_bongo_img_[24/11],277844195704332,6662637016215,6662637322615,6947902635015,AD02_bongo_img_[24/11],25-34,male,2026-03-31,13,15,1.15384615,BRL,0.08,"Clique de 7 dias ou visualização de 1 dia",,,,0,5.33333333,,0,,50,Daily,"Using ad set budget",,2026-03-31,2026-03-31
"Conta Kia Sun Motors",CPE04_festival-seminovos_[inicio_11/02],CJE_amplo_seminovos_diversos,AD03_seminovos_img_[20/03],277844195704332,6980813028015,6980813028615,6999332290015,AD03_seminovos_img_[20/03],25-34,male,2026-03-31,32,33,1.03125,BRL,0.3,"Clique de 7 dias ou visualização de 1 dia",,,,0,9.09090909,,0,,"Using campaign budget",Daily,10,Daily,2026-03-31,2026-03-31
"Conta Suzuki Sun Motors",CP02_gsx-8s_[inicio_01/01],"[Amanita] Suzuki - GSX-8S - Amplo","AD02 - GSX-8S",722911362773979,120211251061830599,120211847192070599,120211847192060599,"AD02 - GSX-8S",25-34,unknown,2026-03-31,3,4,1.33333333,BRL,0.02,"Clique de 7 dias ou visualização de 1 dia",,,,0,5,,0,,"Using campaign budget",Daily,20,Daily,2026-03-31,2026-03-31
"Conta Haojue Sun Motors",CP06_master-ride-150_[inicio_08/09],CJ01_master_ride_amplo,AD01_master_ride_img_[08/09],184629203219671,120231323193670298,120231323193700298,120231323193930298,AD01_master_ride_img_[08/09],25-34,unknown,2026-03-31,1,1,1,BRL,0.01,"Clique de 7 dias ou visualização de 1 dia",,,,0,10,,0,,"Using campaign budget",Daily,25,Daily,2026-03-31,2026-03-31
"Conta Suzuki Sun Motors",CP09_gsx-s1000+gsx-s1000-gx_[inicio_05/02],CJ01_gsx-s1000+gsx-s1000-gx_amplo,AD04_gsx-s1000-gx_img_[08/12],722911362773979,120239355257350599,120239355257340599,120239355257310599,AD04_gsx-s1000-gx_img_[08/12],25-34,unknown,2026-03-31,3,3,1,BRL,0.02,"Clique de 7 dias ou visualização de 1 dia",,,,0,6.66666667,,0,,"Using campaign budget",Daily,18,Daily,2026-03-31,2026-03-31
"Conta Haojue Sun Motors",CP07_nk-150_[inicio_18/09],CJ01_nk150_amplo,AD08_nk150_img_[01/12],184629203219671,120231793936550298,120231793936530298,120236167397160298,AD08_nk150_img_[01/12],25-34,unknown,2026-03-31,1,1,1,BRL,0.01,"Clique de 7 dias ou visualização de 1 dia",,,,0,10,,0,,"Using campaign budget",Daily,10,Daily,2026-03-31,2026-03-31
"Conta Haojue Sun Motors",CP04_dr-160_[inicio_01/01],"[Amanita] Always On | DR160 - Amplo",AD07_dr160_img_[06/01],184629203219671,120218349708790298,120218349708850298,120237818342340298,AD07_dr160_img_[06/01],25-34,unknown,2026-03-31,2,2,1,BRL,0,"Clique de 7 dias ou visualização de 1 dia",,,,0,0,,0,,"Using campaign budget",Daily,10,Daily,2026-03-31,2026-03-31
"Conta Haojue Sun Motors",CP08_dk-160_[inicio_14/10],CJ01_dk160_amplo,AD06_dk160_img_[06/01],184629203219671,120233157487530298,120233157487570298,120237818393430298,AD06_dk160_img_[06/01],25-34,unknown,2026-03-31,1,1,1,BRL,0,"Clique de 7 dias ou visualização de 1 dia",,,,0,0,,0,,"Using campaign budget",Daily,25,Daily,2026-03-31,2026-03-31
"Conta Haojue Sun Motors",CP05_dl-160_[inicio_01/01],"[Amanita] Always On | DL160 - Amplo",AD07_dl160_img_[08/01],184629203219671,120228417084420298,120228417084570298,120237922343140298,AD07_dl160_img_[08/01],25-34,unknown,2026-03-31,3,3,1,BRL,0,"Clique de 7 dias ou visualização de 1 dia",,,,0,0,,0,,"Using campaign budget",Daily,20,Daily,2026-03-31,2026-03-31
"Conta Zontes",CP02_v-350_[inicio_01/01],"01 - amplo",AD05_v350_img_[13/01],7658357130952021,120212510922970714,120212510922950714,120238669724190714,AD05_v350_img_[13/01],25-34,unknown,2026-03-31,3,4,1.33333333,BRL,0.01,"Clique de 7 dias ou visualização de 1 dia",,,,0,2.5,,0,,"Using campaign budget",Daily,9,Daily,2026-03-31,2026-03-31
"Conta Haojue Sun Motors",CP07_nk-150_[inicio_18/09],CJ01_nk150_amplo,AD011_nk150_img_[05/03],184629203219671,120231793936550298,120231793936530298,120240269904510298,AD011_nk150_img_[05/03],25-34,unknown,2026-03-31,1,1,1,BRL,0.01,"Clique de 7 dias ou visualização de 1 dia",,,,0,10,,0,,"Using campaign budget",Daily,10,Daily,2026-03-31,2026-03-31
"Conta Haojue Sun Motors",CP08_dk-160_[inicio_14/10],CJ01_dk160_amplo,AD07_dk160_img_[05/03],184629203219671,120233157487530298,120233157487570298,120240273002990298,AD07_dk160_img_[05/03],25-34,unknown,2026-03-31,2,2,1,BRL,0,"Clique de 7 dias ou visualização de 1 dia",,,,0,0,,0,,"Using campaign budget",Daily,25,Daily,2026-03-31,2026-03-31
"Conta Zontes",CP03_e-350_[inicio_01/01],"[Amanita] Zontes - 350 Scooter - AMPLO",AD10_e350_img_[04/03],7658357130952021,120228803541830714,120228803541820714,120240463183430714,AD10_e350_img_[04/03],25-34,unknown,2026-03-31,4,5,1.25,BRL,0.02,"Clique de 7 dias ou visualização de 1 dia",,,1,40,4,0.02,0.01,,"Using campaign budget",Daily,20,Daily,2026-03-31,2026-03-31
"Conta Zontes",CP05_t-350+t-350-x_[inicio_01/01],"[Amanita] Zontes - T350 e T350x - Amplo",AD07_t350_img_[04/03]_com_preco,7658357130952021,120224545259140714,120224545259250714,120240463253460714,AD07_t350_img_[04/03]_com_preco,25-34,unknown,2026-03-31,2,3,1.5,BRL,0.02,"Clique de 7 dias ou visualização de 1 dia",,,,0,6.66666667,,0,,"Using campaign budget",Daily,20,Daily,2026-03-31,2026-03-31
"Conta Suzuki Sun Motors",CP06_gsx-8r_[inicio_08/09],CJ01_gsx-8r_amplo,AD016_gsx_8r_img_[17/03],722911362773979,120231169848870599,120231169848990599,120241226086240599,AD016_gsx_8r_img_[17/03],25-34,unknown,2026-03-31,6,6,1,BRL,0.04,"Clique de 7 dias ou visualização de 1 dia",,,,0,6.66666667,,0,,"Using campaign budget",Daily,15,Daily,2026-03-31,2026-03-31
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS",AD08_bongo_img_[03/03],277844195704332,6662637016215,6662637322615,6990343348815,AD08_bongo_img_[03/03],25-34,unknown,2026-03-31,7,8,1.14285714,BRL,0.06,"Clique de 7 dias ou visualização de 1 dia",,,,0,7.5,,0,,50,Daily,"Using ad set budget",,2026-03-31,2026-03-31
"Conta Kia Sun Motors",CP01_sportage_[inicio_08/09],CJ01_sportage_amplo,AD015_sportage_img_[04/03],277844195704332,6915514980415,6915514981215,6991218029015,AD015_sportage_img_[04/03],25-34,unknown,2026-03-31,1,3,3,BRL,0.01,"Clique de 7 dias ou visualização de 1 dia",,,,0,3.33333333,,0,,"Using campaign budget",Daily,25,Daily,2026-03-31,2026-03-31
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS","AD Versatilidade - Bongo - Frete sem preço",277844195704332,6662637016215,6662637322615,6853552721615,"AD Versatilidade - Bongo - Frete sem preço",35-44,female,2026-03-31,3,3,1,BRL,0,"Clique de 7 dias ou visualização de 1 dia",,,,0,0,,0,,50,Daily,"Using ad set budget",,2026-03-31,2026-03-31
"Conta Suzuki Sun Motors",CP02_gsx-8s_[inicio_01/01],"[Amanita] Suzuki - GSX-8S - Amplo","AD02 - GSX-8S",722911362773979,120211251061830599,120211847192070599,120211847192060599,"AD02 - GSX-8S",35-44,female,2026-03-31,25,28,1.12,BRL,0.29,"Clique de 7 dias ou visualização de 1 dia",,,1,7.14285714,10.35714286,0.29,0.145,,"Using campaign budget",Daily,20,Daily,2026-03-31,2026-03-31
