"Nome da conta","Nome da campanha","Nome do conjunto de anúncios","Nome do anúncio","Identificação da conta","Identificação da campanha","Identificação do conjunto de anúncios","Identificação do anúncio",Anúncios,Idade,Gênero,Dia,Alcance,Impressões,Frequência,Moeda,"Valor usado (BRL)","Configuração de atribuição","Custo por lead",Leads,"Cliques no link","CTR (todos)","CPM (custo por 1.000 impressões)","CPC (custo por clique no link)","CPC (todos)",Visualizações,"Orçamento do conjunto de anúncios","Tipo de orçamento do conjunto de anúncios","Orçamento da campanha","Tipo de orçamento da campanha","Início dos relatórios","Encerramento dos relatórios"
"Conta Haojue Sun Motors",CP08_dk-160_[inicio_14/10],CJ01_dk160_amplo,AD06_dk160_img_[06/01],184629203219671,120233157487530298,120233157487570298,120237818393430298,AD06_dk160_img_[06/01],45-54,female,2026-03-07,25,32,1.28,BRL,0.18,"Clique de 7 dias ou visualização de 1 dia",,,,0,5.625,,0,,"Using campaign budget",Daily,25,Daily,2026-03-07,2026-03-07
"Conta Haojue Sun Motors",CP05_dl-160_[inicio_01/01],"[Amanita] Always On | DL160 - Amplo",AD07_dl160_img_[08/01],184629203219671,120228417084420298,120228417084570298,120237922343140298,AD07_dl160_img_[08/01],45-54,female,2026-03-07,8,9,1.125,BRL,0,"Clique de 7 dias ou visualização de 1 dia",,,,0,0,,0,,"Using campaign budget",Daily,20,Daily,2026-03-07,2026-03-07
"Conta Zontes",CP05_t-350+t-350-x_[inicio_01/01],"[Amanita] Zontes - T350 e T350x - Amplo",AD06_t350_img_[13/01]_com_preco,7658357130952021,120224545259140714,120224545259250714,120238669666370714,AD06_t350_img_[13/01]_com_preco,45-54,female,2026-03-07,9,10,1.11111111,BRL,0.05,"Clique de 7 dias ou visualização de 1 dia",,,,0,5,,0,,"Using campaign budget",Daily,20,Daily,2026-03-07,2026-03-07
"Conta Zontes",CP02_v-350_[inicio_01/01],"01 - amplo",AD05_v350_img_[13/01],7658357130952021,120212510922970714,120212510922950714,120238669724190714,AD05_v350_img_[13/01],45-54,female,2026-03-07,4,4,1,BRL,0.04,"Clique de 7 dias ou visualização de 1 dia",,,,0,10,,0,,"Using campaign budget",Daily,9,Daily,2026-03-07,2026-03-07
"Conta Suzuki Sun Motors",CP06_gsx-8r_[inicio_08/09],CJ01_gsx-8r_amplo,AD015_gsx_8r_img_[20/01],722911362773979,120231169848870599,120231169848990599,120238760561210599,AD015_gsx_8r_img_[20/01],45-54,female,2026-03-07,7,9,1.28571429,BRL,0.02,"Clique de 7 dias ou visualização de 1 dia",,,,11.11111111,2.22222222,,0.02,,"Using campaign budget",Daily,15,Daily,2026-03-07,2026-03-07
"Conta Zontes",CP03_e-350_[inicio_01/01],"[Amanita] Zontes - 350 Scooter - AMPLO",AD09_e350_img_[06/02],7658357130952021,120228803541830714,120228803541820714,120239484038620714,AD09_e350_img_[06/02],45-54,female,2026-03-07,8,11,1.375,BRL,0.42,"Clique de 7 dias ou visualização de 1 dia",,,,0,38.18181818,,0,,"Using campaign budget",Daily,20,Daily,2026-03-07,2026-03-07
"Conta Haojue Sun Motors",CP08_dk-160_[inicio_14/10],CJ01_dk160_amplo,AD07_dk160_img_[05/03],184629203219671,120233157487530298,120233157487570298,120240273002990298,AD07_dk160_img_[05/03],45-54,female,2026-03-07,4,4,1,BRL,0,"Clique de 7 dias ou visualização de 1 dia",,,,0,0,,0,,"Using campaign budget",Daily,25,Daily,2026-03-07,2026-03-07
"Conta Zontes",CP05_t-350+t-350-x_[inicio_01/01],"[Amanita] Zontes - T350 e T350x - Amplo",AD07_t350_img_[04/03]_com_preco,7658357130952021,120224545259140714,120224545259250714,120240463253460714,AD07_t350_img_[04/03]_com_preco,45-54,female,2026-03-07,1,1,1,BRL,0,"Clique de 7 dias ou visualização de 1 dia",,,,0,0,,0,,"Using campaign budget",Daily,20,Daily,2026-03-07,2026-03-07
"Conta Zontes",CP02_v-350_[inicio_01/01],"01 - amplo",AD06_v350_img_[04/03]_com_preco,7658357130952021,120212510922970714,120212510922950714,120240463508870714,AD06_v350_img_[04/03]_com_preco,45-54,female,2026-03-07,1,2,2,BRL,0.01,"Clique de 7 dias ou visualização de 1 dia",,,,0,5,,0,,"Using campaign budget",Daily,9,Daily,2026-03-07,2026-03-07
"Conta Suzuki Sun Motors",CP09_gsx-s1000+gsx-s1000-gx_[inicio_05/02],CJ01_gsx-s1000+gsx-s1000-gx_amplo,AD06_gsx-s1000_img_[04/03],722911362773979,120239355257350599,120239355257340599,120240558703870599,AD06_gsx-s1000_img_[04/03],45-54,female,2026-03-07,1,1,1,BRL,0,"Clique de 7 dias ou visualização de 1 dia",,,,0,0,,0,,"Using campaign budget",Daily,18,Daily,2026-03-07,2026-03-07
"Conta Kia Sun Motors",CP02_stonic_[inicio_01/01],"[Amanita] Always On | KIA STONIC | Amplo",AD06_stonic_img_[14/01],277844195704332,6875080103815,6875080104415,6969866674215,AD06_stonic_img_[14/01],45-54,female,2026-03-07,4,4,1,BRL,0.08,"Clique de 7 dias ou visualização de 1 dia",,,,0,20,,0,,"Using campaign budget",Daily,10,Daily,2026-03-07,2026-03-07
"Conta Kia Sun Motors",CP07_sorento_[inicio_27/01],CJ01_sorento_amplo,AD01_sorrento_img_[27/01],277844195704332,6974778338815,6974778338615,6974778337815,AD01_sorrento_img_[27/01],45-54,female,2026-03-07,9,13,1.44444444,BRL,0.14,"Clique de 7 dias ou visualização de 1 dia",,,1,7.69230769,10.76923077,0.14,0.14,,"Using campaign budget",Daily,20,Daily,2026-03-07,2026-03-07
"Conta Kia Sun Motors",CP05_niro_[inicio_01/01],"[Amanita] Always On | KIA | Amplo",AD09_niro_img_[18/02],277844195704332,6729879019015,6729879019215,6983252644415,AD09_niro_img_[18/02],45-54,female,2026-03-07,5,5,1,BRL,0.27,"Clique de 7 dias ou visualização de 1 dia",,,,0,54,,0,,"Using campaign budget",Daily,20,Daily,2026-03-07,2026-03-07
"Conta Kia Sun Motors",CP07_sorento_[inicio_27/01],CJ01_sorento_amplo,AD02_sorrento_video_[24/02],277844195704332,6974778338815,6974778338615,6987262222815,AD02_sorrento_video_[24/02],45-54,female,2026-03-07,9,10,1.11111111,BRL,0.05,"Clique de 7 dias ou visualização de 1 dia",,,,0,5,,0,,"Using campaign budget",Daily,20,Daily,2026-03-07,2026-03-07
"Conta Kia Sun Motors",CP01_sportage_[inicio_08/09],CJ01_sportage_amplo,AD014_sportage_img_[04/03],277844195704332,6915514980415,6915514981215,6991217259415,AD014_sportage_img_[04/03],45-54,female,2026-03-07,12,14,1.16666667,BRL,0.1,"Clique de 7 dias ou visualização de 1 dia",,,,7.14285714,7.14285714,,0.1,,"Using campaign budget",Daily,25,Daily,2026-03-07,2026-03-07
"Conta Kia Sun Motors",CP05_niro_[inicio_01/01],"[Amanita] Always On | KIA | Amplo",AD05_niro_img_[05/12],277844195704332,6729879019015,6729879019215,6953693449415,AD05_niro_img_[05/12],45-54,female,2026-03-07,29,31,1.06896552,BRL,0.84,"Clique de 7 dias ou visualização de 1 dia",,,1,3.22580645,27.09677419,0.84,0.84,,"Using campaign budget",Daily,20,Daily,2026-03-07,2026-03-07
"Conta Kia Sun Motors",CPE04_festival-seminovos_[inicio_11/02],CJE_amplo_seminovos_diversos,AD01_seminovos_img_[12/11],277844195704332,6980813028015,6980813028615,6980813028415,AD01_seminovos_img_[12/11],45-54,female,2026-03-07,60,66,1.1,BRL,1.71,"Clique de 7 dias ou visualização de 1 dia",,,,3.03030303,25.90909091,,0.855,,"Using campaign budget",Daily,10,Daily,2026-03-07,2026-03-07
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS",AD02_bongo_img_[24/11],277844195704332,6662637016215,6662637322615,6947902635015,AD02_bongo_img_[24/11],45-54,female,2026-03-07,16,16,1,BRL,0.19,"Clique de 7 dias ou visualização de 1 dia",,,1,6.25,11.875,0.19,0.19,,50,Daily,"Using ad set budget",,2026-03-07,2026-03-07
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS","AD Versatilidade - Bongo - Frete sem preço",277844195704332,6662637016215,6662637322615,6853552721615,"AD Versatilidade - Bongo - Frete sem preço",45-54,male,2026-03-07,211,252,1.1943128,BRL,3.18,"Clique de 7 dias ou visualização de 1 dia",3.18,1,3,1.58730159,12.61904762,1.06,0.795,,50,Daily,"Using ad set budget",,2026-03-07,2026-03-07
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS",AD09_bongo_video_[05/03],277844195704332,6662637016215,6662637322615,6991828947415,AD09_bongo_video_[05/03],45-54,male,2026-03-07,211,250,1.18483412,BRL,1.81,"Clique de 7 dias ou visualização de 1 dia",1.81,1,3,2.8,7.24,0.60333333,0.25857143,,50,Daily,"Using ad set budget",,2026-03-07,2026-03-07
"Conta Kia Sun Motors",CP02_stonic_[inicio_01/01],"[Amanita] Always On | KIA STONIC | Amplo",AD04_stonic_img_[05/12],277844195704332,6875080103815,6875080104415,6953692882815,AD04_stonic_img_[05/12],45-54,male,2026-03-07,5,5,1,BRL,0.07,"Clique de 7 dias ou visualização de 1 dia",,,,0,14,,0,,"Using campaign budget",Daily,10,Daily,2026-03-07,2026-03-07
"Conta Suzuki Sun Motors",CP02_gsx-8s_[inicio_01/01],"[Amanita] Suzuki - GSX-8S - Amplo","AD02 - GSX-8S",722911362773979,120211251061830599,120211847192070599,120211847192060599,"AD02 - GSX-8S",45-54,male,2026-03-07,495,555,1.12121212,BRL,4.04,"Clique de 7 dias ou visualização de 1 dia",2.02,2,11,2.88288288,7.27927928,0.36727273,0.2525,,"Using campaign budget",Daily,20,Daily,2026-03-07,2026-03-07
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS",AD07_bongo_video_[19/02],277844195704332,6662637016215,6662637322615,6983267035215,AD07_bongo_video_[19/02],45-54,male,2026-03-07,6,6,1,BRL,0.04,"Clique de 7 dias ou visualização de 1 dia",,,,0,6.66666667,,0,,50,Daily,"Using ad set budget",,2026-03-07,2026-03-07
"Conta Haojue Sun Motors",CP06_master-ride-150_[inicio_08/09],CJ01_master_ride_amplo,AD01_master_ride_img_[08/09],184629203219671,120231323193670298,120231323193700298,120231323193930298,AD01_master_ride_img_[08/09],45-54,male,2026-03-07,201,248,1.23383085,BRL,2.68,"Clique de 7 dias ou visualização de 1 dia",2.68,1,6,4.43548387,10.80645161,0.44666667,0.24363636,,"Using campaign budget",Daily,25,Daily,2026-03-07,2026-03-07
"Conta Suzuki Sun Motors",CP09_gsx-s1000+gsx-s1000-gx_[inicio_05/02],CJ01_gsx-s1000+gsx-s1000-gx_amplo,AD04_gsx-s1000-gx_img_[08/12],722911362773979,120239355257350599,120239355257340599,120239355257310599,AD04_gsx-s1000-gx_img_[08/12],45-54,male,2026-03-07,551,764,1.38656987,BRL,4.19,"Clique de 7 dias ou visualização de 1 dia",4.19,1,9,1.43979058,5.48429319,0.46555556,0.38090909,,"Using campaign budget",Daily,18,Daily,2026-03-07,2026-03-07
"Conta Suzuki Sun Motors",CP06_gsx-8r_[inicio_08/09],CJ01_gsx-8r_amplo,AD05_gsx_8r_img_[25/09],722911362773979,120231169848870599,120231169848990599,120232140918400599,AD05_gsx_8r_img_[25/09],45-54,male,2026-03-07,17,20,1.17647059,BRL,0.13,"Clique de 7 dias ou visualização de 1 dia",,,1,5,6.5,0.13,0.13,,"Using campaign budget",Daily,15,Daily,2026-03-07,2026-03-07
"Conta Zontes",CP03_e-350_[inicio_01/01],"[Amanita] Zontes - 350 Scooter - AMPLO",AD06_e350_img_[31/10]_com_preco,7658357130952021,120228803541830714,120228803541820714,120235269660740714,AD06_e350_img_[31/10]_com_preco,45-54,male,2026-03-07,350,416,1.18857143,BRL,3.7,"Clique de 7 dias ou visualização de 1 dia",3.7,1,7,2.64423077,8.89423077,0.52857143,0.33636364,,"Using campaign budget",Daily,20,Daily,2026-03-07,2026-03-07
"Conta Haojue Sun Motors",CP07_nk-150_[inicio_18/09],CJ01_nk150_amplo,AD08_nk150_img_[01/12],184629203219671,120231793936550298,120231793936530298,120236167397160298,AD08_nk150_img_[01/12],45-54,male,2026-03-07,336,434,1.29166667,BRL,4.24,"Clique de 7 dias ou visualização de 1 dia",1.06,4,10,2.30414747,9.76958525,0.424,0.424,,"Using campaign budget",Daily,10,Daily,2026-03-07,2026-03-07
"Conta Haojue Sun Motors",CP04_dr-160_[inicio_01/01],"[Amanita] Always On | DR160 - Amplo",AD07_dr160_img_[06/01],184629203219671,120218349708790298,120218349708850298,120237818342340298,AD07_dr160_img_[06/01],45-54,male,2026-03-07,219,256,1.16894977,BRL,3.86,"Clique de 7 dias ou visualização de 1 dia",1.28666667,3,7,4.6875,15.078125,0.55142857,0.32166667,,"Using campaign budget",Daily,10,Daily,2026-03-07,2026-03-07
"Conta Haojue Sun Motors",CP08_dk-160_[inicio_14/10],CJ01_dk160_amplo,AD06_dk160_img_[06/01],184629203219671,120233157487530298,120233157487570298,120237818393430298,AD06_dk160_img_[06/01],45-54,male,2026-03-07,383,504,1.31592689,BRL,3.46,"Clique de 7 dias ou visualização de 1 dia",1.73,2,7,2.38095238,6.86507937,0.49428571,0.28833333,,"Using campaign budget",Daily,25,Daily,2026-03-07,2026-03-07
"Conta Haojue Sun Motors",CP05_dl-160_[inicio_01/01],"[Amanita] Always On | DL160 - Amplo",AD07_dl160_img_[08/01],184629203219671,120228417084420298,120228417084570298,120237922343140298,AD07_dl160_img_[08/01],45-54,male,2026-03-07,348,461,1.32471264,BRL,2.15,"Clique de 7 dias ou visualização de 1 dia",,,10,1.95227766,4.6637744,0.215,0.23888889,,"Using campaign budget",Daily,20,Daily,2026-03-07,2026-03-07
"Conta Zontes",CP05_t-350+t-350-x_[inicio_01/01],"[Amanita] Zontes - T350 e T350x - Amplo",AD06_t350_img_[13/01]_com_preco,7658357130952021,120224545259140714,120224545259250714,120238669666370714,AD06_t350_img_[13/01]_com_preco,45-54,male,2026-03-07,423,544,1.28605201,BRL,3.56,"Clique de 7 dias ou visualização de 1 dia",,,4,1.47058824,6.54411765,0.89,0.445,,"Using campaign budget",Daily,20,Daily,2026-03-07,2026-03-07
"Conta Zontes",CP02_v-350_[inicio_01/01],"01 - amplo",AD05_v350_img_[13/01],7658357130952021,120212510922970714,120212510922950714,120238669724190714,AD05_v350_img_[13/01],45-54,male,2026-03-07,263,306,1.1634981,BRL,2.19,"Clique de 7 dias ou visualização de 1 dia",,,5,1.96078431,7.15686275,0.438,0.365,,"Using campaign budget",Daily,9,Daily,2026-03-07,2026-03-07
"Conta Suzuki Sun Motors",CP06_gsx-8r_[inicio_08/09],CJ01_gsx-8r_amplo,AD015_gsx_8r_img_[20/01],722911362773979,120231169848870599,120231169848990599,120238760561210599,AD015_gsx_8r_img_[20/01],45-54,male,2026-03-07,54,70,1.2962963,BRL,0.52,"Clique de 7 dias ou visualização de 1 dia",,,5,7.14285714,7.42857143,0.104,0.104,,"Using campaign budget",Daily,15,Daily,2026-03-07,2026-03-07
"Conta Zontes",CP03_e-350_[inicio_01/01],"[Amanita] Zontes - 350 Scooter - AMPLO",AD09_e350_img_[06/02],7658357130952021,120228803541830714,120228803541820714,120239484038620714,AD09_e350_img_[06/02],45-54,male,2026-03-07,43,53,1.23255814,BRL,0.61,"Clique de 7 dias ou visualização de 1 dia",,,2,3.77358491,11.50943396,0.305,0.305,,"Using campaign budget",Daily,20,Daily,2026-03-07,2026-03-07
"Conta Haojue Sun Motors",CP07_nk-150_[inicio_18/09],CJ01_nk150_amplo,AD011_nk150_img_[05/03],184629203219671,120231793936550298,120231793936530298,120240269904510298,AD011_nk150_img_[05/03],45-54,male,2026-03-07,31,62,2,BRL,0.59,"Clique de 7 dias ou visualização de 1 dia",,,,3.22580645,9.51612903,,0.295,,"Using campaign budget",Daily,10,Daily,2026-03-07,2026-03-07
"Conta Haojue Sun Motors",CP08_dk-160_[inicio_14/10],CJ01_dk160_amplo,AD07_dk160_img_[05/03],184629203219671,120233157487530298,120233157487570298,120240273002990298,AD07_dk160_img_[05/03],45-54,male,2026-03-07,65,88,1.35384615,BRL,0.98,"Clique de 7 dias ou visualização de 1 dia",,,1,1.13636364,11.13636364,0.98,0.98,,"Using campaign budget",Daily,25,Daily,2026-03-07,2026-03-07
"Conta Zontes",CP03_e-350_[inicio_01/01],"[Amanita] Zontes - 350 Scooter - AMPLO",AD10_e350_img_[04/03],7658357130952021,120228803541830714,120228803541820714,120240463183430714,AD10_e350_img_[04/03],45-54,male,2026-03-07,9,11,1.22222222,BRL,0.1,"Clique de 7 dias ou visualização de 1 dia",,,,0,9.09090909,,0,,"Using campaign budget",Daily,20,Daily,2026-03-07,2026-03-07
"Conta Zontes",CP05_t-350+t-350-x_[inicio_01/01],"[Amanita] Zontes - T350 e T350x - Amplo",AD07_t350_img_[04/03]_com_preco,7658357130952021,120224545259140714,120224545259250714,120240463253460714,AD07_t350_img_[04/03]_com_preco,45-54,male,2026-03-07,76,82,1.07894737,BRL,0.69,"Clique de 7 dias ou visualização de 1 dia",,,,1.2195122,8.41463415,,0.69,,"Using campaign budget",Daily,20,Daily,2026-03-07,2026-03-07
"Conta Zontes",CP02_v-350_[inicio_01/01],"01 - amplo",AD06_v350_img_[04/03]_com_preco,7658357130952021,120212510922970714,120212510922950714,120240463508870714,AD06_v350_img_[04/03]_com_preco,45-54,male,2026-03-07,23,24,1.04347826,BRL,0.21,"Clique de 7 dias ou visualização de 1 dia",,,3,12.5,8.75,0.07,0.07,,"Using campaign budget",Daily,9,Daily,2026-03-07,2026-03-07
"Conta Suzuki Sun Motors",CP09_gsx-s1000+gsx-s1000-gx_[inicio_05/02],CJ01_gsx-s1000+gsx-s1000-gx_amplo,AD06_gsx-s1000_img_[04/03],722911362773979,120239355257350599,120239355257340599,120240558703870599,AD06_gsx-s1000_img_[04/03],45-54,male,2026-03-07,23,26,1.13043478,BRL,0.12,"Clique de 7 dias ou visualização de 1 dia",,,,0,4.61538462,,0,,"Using campaign budget",Daily,18,Daily,2026-03-07,2026-03-07
"Conta Kia Sun Motors",CP02_stonic_[inicio_01/01],"[Amanita] Always On | KIA STONIC | Amplo",AD06_stonic_img_[14/01],277844195704332,6875080103815,6875080104415,6969866674215,AD06_stonic_img_[14/01],45-54,male,2026-03-07,27,33,1.22222222,BRL,0.7,"Clique de 7 dias ou visualização de 1 dia",,,1,3.03030303,21.21212121,0.7,0.7,,"Using campaign budget",Daily,10,Daily,2026-03-07,2026-03-07
"Conta Kia Sun Motors",CP07_sorento_[inicio_27/01],CJ01_sorento_amplo,AD01_sorrento_img_[27/01],277844195704332,6974778338815,6974778338615,6974778337815,AD01_sorrento_img_[27/01],45-54,male,2026-03-07,45,54,1.2,BRL,0.54,"Clique de 7 dias ou visualização de 1 dia",,,1,1.85185185,10,0.54,0.54,,"Using campaign budget",Daily,20,Daily,2026-03-07,2026-03-07
"Conta Kia Sun Motors",CP05_niro_[inicio_01/01],"[Amanita] Always On | KIA | Amplo",AD09_niro_img_[18/02],277844195704332,6729879019015,6729879019215,6983252644415,AD09_niro_img_[18/02],45-54,male,2026-03-07,29,29,1,BRL,0.57,"Clique de 7 dias ou visualização de 1 dia",,,,0,19.65517241,,0,,"Using campaign budget",Daily,20,Daily,2026-03-07,2026-03-07
"Conta Kia Sun Motors",CP07_sorento_[inicio_27/01],CJ01_sorento_amplo,AD02_sorrento_video_[24/02],277844195704332,6974778338815,6974778338615,6987262222815,AD02_sorrento_video_[24/02],45-54,male,2026-03-07,76,87,1.14473684,BRL,2.22,"Clique de 7 dias ou visualização de 1 dia",,,1,1.14942529,25.51724138,2.22,2.22,,"Using campaign budget",Daily,20,Daily,2026-03-07,2026-03-07
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS",AD08_bongo_img_[03/03],277844195704332,6662637016215,6662637322615,6990343348815,AD08_bongo_img_[03/03],45-54,male,2026-03-07,2,2,1,BRL,0.01,"Clique de 7 dias ou visualização de 1 dia",,,,0,5,,0,,50,Daily,"Using ad set budget",,2026-03-07,2026-03-07
"Conta Kia Sun Motors",CP01_sportage_[inicio_08/09],CJ01_sportage_amplo,AD014_sportage_img_[04/03],277844195704332,6915514980415,6915514981215,6991217259415,AD014_sportage_img_[04/03],45-54,male,2026-03-07,34,37,1.08823529,BRL,0.56,"Clique de 7 dias ou visualização de 1 dia",,,2,5.40540541,15.13513514,0.28,0.28,,"Using campaign budget",Daily,25,Daily,2026-03-07,2026-03-07
"Conta Kia Sun Motors",CP05_niro_[inicio_01/01],"[Amanita] Always On | KIA | Amplo",AD05_niro_img_[05/12],277844195704332,6729879019015,6729879019215,6953693449415,AD05_niro_img_[05/12],45-54,male,2026-03-07,88,97,1.10227273,BRL,1.96,"Clique de 7 dias ou visualização de 1 dia",,,1,3.09278351,20.20618557,1.96,0.65333333,,"Using campaign budget",Daily,20,Daily,2026-03-07,2026-03-07
"Conta Kia Sun Motors",CPE04_festival-seminovos_[inicio_11/02],CJE_amplo_seminovos_diversos,AD01_seminovos_img_[12/11],277844195704332,6980813028015,6980813028615,6980813028415,AD01_seminovos_img_[12/11],45-54,male,2026-03-07,198,234,1.18181818,BRL,4.48,"Clique de 7 dias ou visualização de 1 dia",2.24,2,10,5.12820513,19.14529915,0.448,0.37333333,,"Using campaign budget",Daily,10,Daily,2026-03-07,2026-03-07
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS",AD02_bongo_img_[24/11],277844195704332,6662637016215,6662637322615,6947902635015,AD02_bongo_img_[24/11],45-54,male,2026-03-07,104,136,1.30769231,BRL,1.08,"Clique de 7 dias ou visualização de 1 dia",,,2,2.20588235,7.94117647,0.54,0.36,,50,Daily,"Using ad set budget",,2026-03-07,2026-03-07
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS","AD Versatilidade - Bongo - Frete sem preço",277844195704332,6662637016215,6662637322615,6853552721615,"AD Versatilidade - Bongo - Frete sem preço",45-54,unknown,2026-03-07,2,3,1.5,BRL,0.04,"Clique de 7 dias ou visualização de 1 dia",,,,0,13.33333333,,0,,50,Daily,"Using ad set budget",,2026-03-07,2026-03-07
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS",AD09_bongo_video_[05/03],277844195704332,6662637016215,6662637322615,6991828947415,AD09_bongo_video_[05/03],45-54,unknown,2026-03-07,1,2,2,BRL,0.02,"Clique de 7 dias ou visualização de 1 dia",,,,0,10,,0,,50,Daily,"Using ad set budget",,2026-03-07,2026-03-07
"Conta Suzuki Sun Motors",CP09_gsx-s1000+gsx-s1000-gx_[inicio_05/02],CJ01_gsx-s1000+gsx-s1000-gx_amplo,AD04_gsx-s1000-gx_img_[08/12],722911362773979,120239355257350599,120239355257340599,120239355257310599,AD04_gsx-s1000-gx_img_[08/12],45-54,unknown,2026-03-07,2,4,2,BRL,0.09,"Clique de 7 dias ou visualização de 1 dia",,,1,25,22.5,0.09,0.09,,"Using campaign budget",Daily,18,Daily,2026-03-07,2026-03-07
"Conta Zontes",CP03_e-350_[inicio_01/01],"[Amanita] Zontes - 350 Scooter - AMPLO",AD06_e350_img_[31/10]_com_preco,7658357130952021,120228803541830714,120228803541820714,120235269660740714,AD06_e350_img_[31/10]_com_preco,45-54,unknown,2026-03-07,2,2,1,BRL,0.02,"Clique de 7 dias ou visualização de 1 dia",,,,0,10,,0,,"Using campaign budget",Daily,20,Daily,2026-03-07,2026-03-07
"Conta Haojue Sun Motors",CP07_nk-150_[inicio_18/09],CJ01_nk150_amplo,AD08_nk150_img_[01/12],184629203219671,120231793936550298,120231793936530298,120236167397160298,AD08_nk150_img_[01/12],45-54,unknown,2026-03-07,1,1,1,BRL,0,"Clique de 7 dias ou visualização de 1 dia",,,,0,0,,0,,"Using campaign budget",Daily,10,Daily,2026-03-07,2026-03-07
"Conta Haojue Sun Motors",CP04_dr-160_[inicio_01/01],"[Amanita] Always On | DR160 - Amplo",AD07_dr160_img_[06/01],184629203219671,120218349708790298,120218349708850298,120237818342340298,AD07_dr160_img_[06/01],45-54,unknown,2026-03-07,1,1,1,BRL,0,"Clique de 7 dias ou visualização de 1 dia",,,,0,0,,0,,"Using campaign budget",Daily,10,Daily,2026-03-07,2026-03-07
"Conta Haojue Sun Motors",CP08_dk-160_[inicio_14/10],CJ01_dk160_amplo,AD06_dk160_img_[06/01],184629203219671,120233157487530298,120233157487570298,120237818393430298,AD06_dk160_img_[06/01],45-54,unknown,2026-03-07,2,2,1,BRL,0,"Clique de 7 dias ou visualização de 1 dia",,,,0,0,,0,,"Using campaign budget",Daily,25,Daily,2026-03-07,2026-03-07
"Conta Haojue Sun Motors",CP05_dl-160_[inicio_01/01],"[Amanita] Always On | DL160 - Amplo",AD07_dl160_img_[08/01],184629203219671,120228417084420298,120228417084570298,120237922343140298,AD07_dl160_img_[08/01],45-54,unknown,2026-03-07,1,1,1,BRL,0,"Clique de 7 dias ou visualização de 1 dia",,,,0,0,,0,,"Using campaign budget",Daily,20,Daily,2026-03-07,2026-03-07
"Conta Zontes",CP05_t-350+t-350-x_[inicio_01/01],"[Amanita] Zontes - T350 e T350x - Amplo",AD06_t350_img_[13/01]_com_preco,7658357130952021,120224545259140714,120224545259250714,120238669666370714,AD06_t350_img_[13/01]_com_preco,45-54,unknown,2026-03-07,1,1,1,BRL,0,"Clique de 7 dias ou visualização de 1 dia",,,,0,0,,0,,"Using campaign budget",Daily,20,Daily,2026-03-07,2026-03-07
"Conta Zontes",CP02_v-350_[inicio_01/01],"01 - amplo",AD05_v350_img_[13/01],7658357130952021,120212510922970714,120212510922950714,120238669724190714,AD05_v350_img_[13/01],45-54,unknown,2026-03-07,1,1,1,BRL,0,"Clique de 7 dias ou visualização de 1 dia",,,,0,0,,0,,"Using campaign budget",Daily,9,Daily,2026-03-07,2026-03-07
"Conta Zontes",CP03_e-350_[inicio_01/01],"[Amanita] Zontes - 350 Scooter - AMPLO",AD09_e350_img_[06/02],7658357130952021,120228803541830714,120228803541820714,120239484038620714,AD09_e350_img_[06/02],45-54,unknown,2026-03-07,1,2,2,BRL,0.01,"Clique de 7 dias ou visualização de 1 dia",,,,0,5,,0,,"Using campaign budget",Daily,20,Daily,2026-03-07,2026-03-07
"Conta Suzuki Sun Motors",CP09_gsx-s1000+gsx-s1000-gx_[inicio_05/02],CJ01_gsx-s1000+gsx-s1000-gx_amplo,AD06_gsx-s1000_img_[04/03],722911362773979,120239355257350599,120239355257340599,120240558703870599,AD06_gsx-s1000_img_[04/03],45-54,unknown,2026-03-07,1,1,1,BRL,0.01,"Clique de 7 dias ou visualização de 1 dia",,,,0,10,,0,,"Using campaign budget",Daily,18,Daily,2026-03-07,2026-03-07
"Conta Kia Sun Motors",CP07_sorento_[inicio_27/01],CJ01_sorento_amplo,AD02_sorrento_video_[24/02],277844195704332,6974778338815,6974778338615,6987262222815,AD02_sorrento_video_[24/02],45-54,unknown,2026-03-07,1,1,1,BRL,0.03,"Clique de 7 dias ou visualização de 1 dia",,,,0,30,,0,,"Using campaign budget",Daily,20,Daily,2026-03-07,2026-03-07
"Conta Kia Sun Motors",CP05_niro_[inicio_01/01],"[Amanita] Always On | KIA | Amplo",AD05_niro_img_[05/12],277844195704332,6729879019015,6729879019215,6953693449415,AD05_niro_img_[05/12],45-54,unknown,2026-03-07,1,1,1,BRL,0.01,"Clique de 7 dias ou visualização de 1 dia",,,,0,10,,0,,"Using campaign budget",Daily,20,Daily,2026-03-07,2026-03-07
