"Nome da conta","Nome da campanha","Nome do conjunto de anúncios","Nome do anúncio","Identificação da conta","Identificação da campanha","Identificação do conjunto de anúncios","Identificação do anúncio",Anúncios,Idade,Gênero,Dia,Alcance,Impressões,Frequência,Moeda,"Valor usado (BRL)","Configuração de atribuição","Custo por lead",Leads,"Cliques no link","CTR (todos)","CPM (custo por 1.000 impressões)","CPC (custo por clique no link)","CPC (todos)",Visualizações,"Orçamento do conjunto de anúncios","Tipo de orçamento do conjunto de anúncios","Orçamento da campanha","Tipo de orçamento da campanha","Início dos relatórios","Término dos relatórios"
"Conta Kia Sun Motors",CP03_ev5_[inicio_01/01],"[Amanita] Always On | KIA | EV5 | ADV+RMKT",AD04_ev5_img_[26/01],277844195704332,6819551408615,6819551408215,6974317588815,AD04_ev5_img_[26/01],35-44,male,2026-02-06,70,76,1.08571429,BRL,2.15,"Clique de 7 dias ou visualização de 1 dia",,,1,2.63157895,28.28947368,2.15,1.075,,"Using campaign budget",Daily,7,Daily,2026-02-06,2026-02-06
"Conta Kia Sun Motors",CP07_sorento_[inicio_27/01],CJ01_sorento_amplo,AD01_sorrento_img_[27/01],277844195704332,6974778338815,6974778338615,6974778337815,AD01_sorrento_img_[27/01],35-44,male,2026-02-06,87,101,1.16091954,BRL,1.09,"Clique de 7 dias ou visualização de 1 dia",,,2,1.98019802,10.79207921,0.545,0.545,,"Using campaign budget",Daily,15,Daily,2026-02-06,2026-02-06
"Conta Kia Sun Motors",CP05_niro_[inicio_01/01],"[Amanita] Always On | KIA | Amplo",AD08_niro_img_[06/02],277844195704332,6729879019015,6729879019215,6978981859415,AD08_niro_img_[06/02],35-44,male,2026-02-06,2,2,1,BRL,0.01,"Clique de 7 dias ou visualização de 1 dia",,,,0,5,,0,,"Using campaign budget",Daily,20,Daily,2026-02-06,2026-02-06
"Conta Kia Sun Motors",CP05_niro_[inicio_01/01],"[Amanita] Always On | KIA | Amplo",AD05_niro_img_[05/12],277844195704332,6729879019015,6729879019215,6953693449415,AD05_niro_img_[05/12],35-44,male,2026-02-06,51,56,1.09803922,BRL,1.32,"Clique de 7 dias ou visualização de 1 dia",,,1,1.78571429,23.57142857,1.32,1.32,,"Using campaign budget",Daily,20,Daily,2026-02-06,2026-02-06
"Conta Suzuki Sun Motors",CP09_gsx-s1000+gsx-s1000-gx_[inicio_05/02],CJ01_gsx-s1000+gsx-s1000-gx_amplo,AD04_gsx-s1000-gx_img_[08/12],722911362773979,120239355257350599,120239355257340599,120239355257310599,AD04_gsx-s1000-gx_img_[08/12],35-44,male,2026-02-06,356,441,1.23876404,BRL,2.56,"Clique de 7 dias ou visualização de 1 dia",,,5,1.58730159,5.80498866,0.512,0.36571429,,"Using campaign budget",Daily,18,Daily,2026-02-06,2026-02-06
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS",AD02_bongo_img_[24/11],277844195704332,6662637016215,6662637322615,6947902635015,AD02_bongo_img_[24/11],35-44,male,2026-02-06,66,73,1.10606061,BRL,0.55,"Clique de 7 dias ou visualização de 1 dia",,,1,1.36986301,7.53424658,0.55,0.55,,30,Daily,"Using ad set budget",,2026-02-06,2026-02-06
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS","AD Versatilidade - Bongo - Frete sem preço",277844195704332,6662637016215,6662637322615,6853552721615,"AD Versatilidade - Bongo - Frete sem preço",35-44,unknown,2026-02-06,1,1,1,BRL,0,"Clique de 7 dias ou visualização de 1 dia",,,,0,0,,0,,30,Daily,"Using ad set budget",,2026-02-06,2026-02-06
"Conta Haojue Sun Motors",CP04_dr-160_[inicio_01/01],"[Amanita] Always On | DR160 - Amplo","[Amanita] Always On Haojue - DR160 - card R$ 21.679",184629203219671,120218349708790298,120218349708850298,120223922271160298,"[Amanita] Always On Haojue - DR160 - card R$ 21.679",35-44,unknown,2026-02-06,3,3,1,BRL,0.07,"Clique de 7 dias ou visualização de 1 dia",,,,0,23.33333333,,0,,"Using campaign budget",Daily,25,Daily,2026-02-06,2026-02-06
"Conta Suzuki Sun Motors",CP06_gsx-8r_[inicio_08/09],CJ01_gsx-8r_amplo,AD05_gsx_8r_img_[25/09],722911362773979,120231169848870599,120231169848990599,120232140918400599,AD05_gsx_8r_img_[25/09],35-44,unknown,2026-02-06,1,1,1,BRL,0,"Clique de 7 dias ou visualização de 1 dia",,,,0,0,,0,,"Using campaign budget",Daily,15,Daily,2026-02-06,2026-02-06
"Conta Zontes",CP03_e-350_[inicio_01/01],"[Amanita] Zontes - 350 Scooter - AMPLO",AD06_e350_img_[31/10]_com_preco,7658357130952021,120228803541830714,120228803541820714,120235269660740714,AD06_e350_img_[31/10]_com_preco,35-44,unknown,2026-02-06,2,3,1.5,BRL,0,"Clique de 7 dias ou visualização de 1 dia",,,,0,0,,0,,"Using campaign budget",Daily,15,Daily,2026-02-06,2026-02-06
"Conta Haojue Sun Motors",CP07_nk-150_[inicio_18/09],CJ01_nk150_amplo,AD08_nk150_img_[01/12],184629203219671,120231793936550298,120231793936530298,120236167397160298,AD08_nk150_img_[01/12],35-44,unknown,2026-02-06,3,7,2.33333333,BRL,0.02,"Clique de 7 dias ou visualização de 1 dia",,,,0,2.85714286,,0,,"Using campaign budget",Daily,15,Daily,2026-02-06,2026-02-06
"Conta Zontes",CP02_v-350_[inicio_01/01],"01 - amplo",AD04_v350_img_[15/10]_com_preco,7658357130952021,120212510922970714,120212510922950714,120236892254390714,AD04_v350_img_[15/10]_com_preco,35-44,unknown,2026-02-06,4,5,1.25,BRL,0.03,"Clique de 7 dias ou visualização de 1 dia",,,,0,6,,0,,"Using campaign budget",Daily,9,Daily,2026-02-06,2026-02-06
"Conta Haojue Sun Motors",CP08_dk-160_[inicio_14/10],CJ01_dk160_amplo,AD06_dk160_img_[06/01],184629203219671,120233157487530298,120233157487570298,120237818393430298,AD06_dk160_img_[06/01],35-44,unknown,2026-02-06,4,6,1.5,BRL,0.08,"Clique de 7 dias ou visualização de 1 dia",,,,0,13.33333333,,0,,"Using campaign budget",Daily,15,Daily,2026-02-06,2026-02-06
"Conta Haojue Sun Motors",CP05_dl-160_[inicio_01/01],"[Amanita] Always On | DL160 - Amplo",AD07_dl160_img_[08/01],184629203219671,120228417084420298,120228417084570298,120237922343140298,AD07_dl160_img_[08/01],35-44,unknown,2026-02-06,4,5,1.25,BRL,0,"Clique de 7 dias ou visualização de 1 dia",,,,0,0,,0,,"Using campaign budget",Daily,10,Daily,2026-02-06,2026-02-06
"Conta Zontes",CP05_t-350+t-350-x_[inicio_01/01],"[Amanita] Zontes - T350 e T350x - Amplo",AD06_t350_img_[13/01],7658357130952021,120224545259140714,120224545259250714,120238669666370714,AD06_t350_img_[13/01],35-44,unknown,2026-02-06,2,2,1,BRL,0.01,"Clique de 7 dias ou visualização de 1 dia",,,,0,5,,0,,"Using campaign budget",Daily,20,Daily,2026-02-06,2026-02-06
"Conta Haojue Sun Motors",CPE04_[carnaval_ofertas_inicio_02/02]],CJE01_[carnaval_ofertas],AD06_gsx-8r_img_[02/01],184629203219671,120238736778790298,120238736778820298,120238739661330298,AD06_gsx-8r_img_[02/01],35-44,unknown,2026-02-06,2,3,1.5,BRL,0.03,"Clique de 7 dias ou visualização de 1 dia",,,,0,10,,0,,"Using campaign budget",Daily,40,Daily,2026-02-06,2026-02-06
"Conta Suzuki Sun Motors",CP06_gsx-8r_[inicio_08/09],CJ01_gsx-8r_amplo,AD015_gsx_8r_img_[20/01],722911362773979,120231169848870599,120231169848990599,120238760561210599,AD015_gsx_8r_img_[20/01],35-44,unknown,2026-02-06,1,1,1,BRL,0,"Clique de 7 dias ou visualização de 1 dia",,,,0,0,,0,,"Using campaign budget",Daily,15,Daily,2026-02-06,2026-02-06
"Conta Haojue Sun Motors",CP06_master-ride-150_[inicio_08/09],CJ01_master_ride_amplo,AD10_master_ride_img_[05/02],184629203219671,120231323193670298,120231323193700298,120238979706070298,AD10_master_ride_img_[05/02],35-44,unknown,2026-02-06,1,3,3,BRL,0.04,"Clique de 7 dias ou visualização de 1 dia",,,3,66.66666667,13.33333333,0.01333333,0.02,,"Using campaign budget",Daily,15,Daily,2026-02-06,2026-02-06
"Conta Haojue Sun Motors",CPE04_[carnaval_ofertas_inicio_02/02]],CJE01_[carnaval_ofertas],AD011_t-350-x_img_[06/02],184629203219671,120238736778790298,120238736778820298,120239028297650298,AD011_t-350-x_img_[06/02],35-44,unknown,2026-02-06,1,1,1,BRL,0,"Clique de 7 dias ou visualização de 1 dia",,,,0,0,,0,,"Using campaign budget",Daily,40,Daily,2026-02-06,2026-02-06
"Conta Suzuki Sun Motors",CP09_gsx-s1000+gsx-s1000-gx_[inicio_05/02],CJ01_gsx-s1000+gsx-s1000-gx_amplo,AD05_gsx-s1000-gx_img_[12/01],722911362773979,120239355257350599,120239355257340599,120239355257300599,AD05_gsx-s1000-gx_img_[12/01],35-44,unknown,2026-02-06,1,1,1,BRL,0.02,"Clique de 7 dias ou visualização de 1 dia",,,,0,20,,0,,"Using campaign budget",Daily,18,Daily,2026-02-06,2026-02-06
"Conta Suzuki Sun Motors",CP10_v-strom-650-xt+v-strom-800-de_[inicio_05/02],CJ01_v-strom_650-xt+v-strom-800-de_amplo,AD05_v-strom-650-tx_img_[20/01],722911362773979,120239355488020599,120239355488080599,120239355488030599,AD05_v-strom-650-tx_img_[20/01],35-44,unknown,2026-02-06,2,3,1.5,BRL,0.02,"Clique de 7 dias ou visualização de 1 dia",,,,0,6.66666667,,0,,"Using campaign budget",Daily,10,Daily,2026-02-06,2026-02-06
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS",AD05_bongo_img_[12/01],277844195704332,6662637016215,6662637322615,6969065448215,AD05_bongo_img_[12/01],35-44,unknown,2026-02-06,2,3,1.5,BRL,0.01,"Clique de 7 dias ou visualização de 1 dia",,,,0,3.33333333,,0,,30,Daily,"Using ad set budget",,2026-02-06,2026-02-06
"Conta Kia Sun Motors",CP03_ev5_[inicio_01/01],"[Amanita] Always On | KIA | EV5 | ADV+RMKT",AD04_ev5_img_[26/01],277844195704332,6819551408615,6819551408215,6974317588815,AD04_ev5_img_[26/01],35-44,unknown,2026-02-06,1,1,1,BRL,0,"Clique de 7 dias ou visualização de 1 dia",,,,0,0,,0,,"Using campaign budget",Daily,7,Daily,2026-02-06,2026-02-06
"Conta Suzuki Sun Motors",CP09_gsx-s1000+gsx-s1000-gx_[inicio_05/02],CJ01_gsx-s1000+gsx-s1000-gx_amplo,AD04_gsx-s1000-gx_img_[08/12],722911362773979,120239355257350599,120239355257340599,120239355257310599,AD04_gsx-s1000-gx_img_[08/12],35-44,unknown,2026-02-06,1,1,1,BRL,0,"Clique de 7 dias ou visualização de 1 dia",,,,0,0,,0,,"Using campaign budget",Daily,18,Daily,2026-02-06,2026-02-06
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS","AD Versatilidade - Bongo - Frete sem preço",277844195704332,6662637016215,6662637322615,6853552721615,"AD Versatilidade - Bongo - Frete sem preço",45-54,female,2026-02-06,18,22,1.22222222,BRL,0.52,"Clique de 7 dias ou visualização de 1 dia",,,1,4.54545455,23.63636364,0.52,0.52,,30,Daily,"Using ad set budget",,2026-02-06,2026-02-06
"Conta Haojue Sun Motors",CP04_dr-160_[inicio_01/01],"[Amanita] Always On | DR160 - Amplo","[Amanita] Always On Haojue - DR160 - card R$ 21.679",184629203219671,120218349708790298,120218349708850298,120223922271160298,"[Amanita] Always On Haojue - DR160 - card R$ 21.679",45-54,female,2026-02-06,33,35,1.06060606,BRL,0.93,"Clique de 7 dias ou visualização de 1 dia",,,,0,26.57142857,,0,,"Using campaign budget",Daily,25,Daily,2026-02-06,2026-02-06
"Conta Kia Sun Motors",CP02_stonic_[inicio_01/01],"[Amanita] Always On | KIA STONIC | Amplo",AD04_stonic_img_[05/12],277844195704332,6875080103815,6875080104415,6953692882815,AD04_stonic_img_[05/12],45-54,female,2026-02-06,3,3,1,BRL,0.16,"Clique de 7 dias ou visualização de 1 dia",,,,0,53.33333333,,0,,"Using campaign budget",Daily,10,Daily,2026-02-06,2026-02-06
"Conta Suzuki Sun Motors",CP02_gsx-8s_[inicio_01/01],"[Amanita] Suzuki - GSX-8S - Amplo","AD02 - GSX-8S",722911362773979,120211251061830599,120211847192070599,120211847192060599,"AD02 - GSX-8S",45-54,female,2026-02-06,11,13,1.18181818,BRL,0.09,"Clique de 7 dias ou visualização de 1 dia",,,1,7.69230769,6.92307692,0.09,0.09,,"Using campaign budget",Daily,20,Daily,2026-02-06,2026-02-06
"Conta Haojue Sun Motors",CP06_master-ride-150_[inicio_08/09],CJ01_master_ride_amplo,AD01_master_ride_img_[08/09],184629203219671,120231323193670298,120231323193700298,120231323193930298,AD01_master_ride_img_[08/09],45-54,female,2026-02-06,7,11,1.57142857,BRL,0.17,"Clique de 7 dias ou visualização de 1 dia",,,1,27.27272727,15.45454545,0.17,0.05666667,,"Using campaign budget",Daily,15,Daily,2026-02-06,2026-02-06
"Conta Zontes",CP08_tactic-400_[inicio_30/11],CJ01_tactic400_Amplo,AD04_tactic400_img_[29/11],7658357130952021,120224545592140714,120224545592160714,120236521361910714,AD04_tactic400_img_[29/11],45-54,female,2026-02-06,10,10,1,BRL,0.05,"Clique de 7 dias ou visualização de 1 dia",,,,0,5,,0,,"Using campaign budget",Daily,8,Daily,2026-02-06,2026-02-06
"Conta Suzuki Sun Motors",CP06_gsx-8r_[inicio_08/09],CJ01_gsx-8r_amplo,AD05_gsx_8r_img_[25/09],722911362773979,120231169848870599,120231169848990599,120232140918400599,AD05_gsx_8r_img_[25/09],45-54,female,2026-02-06,3,4,1.33333333,BRL,0.04,"Clique de 7 dias ou visualização de 1 dia",,,,0,10,,0,,"Using campaign budget",Daily,15,Daily,2026-02-06,2026-02-06
"Conta Zontes",CP03_e-350_[inicio_01/01],"[Amanita] Zontes - 350 Scooter - AMPLO",AD06_e350_img_[31/10]_com_preco,7658357130952021,120228803541830714,120228803541820714,120235269660740714,AD06_e350_img_[31/10]_com_preco,45-54,female,2026-02-06,75,85,1.13333333,BRL,0.98,"Clique de 7 dias ou visualização de 1 dia",,,1,1.17647059,11.52941176,0.98,0.98,,"Using campaign budget",Daily,15,Daily,2026-02-06,2026-02-06
"Conta Haojue Sun Motors",CP07_nk-150_[inicio_18/09],CJ01_nk150_amplo,AD08_nk150_img_[01/12],184629203219671,120231793936550298,120231793936530298,120236167397160298,AD08_nk150_img_[01/12],45-54,female,2026-02-06,9,9,1,BRL,0.11,"Clique de 7 dias ou visualização de 1 dia",,,,0,12.22222222,,0,,"Using campaign budget",Daily,15,Daily,2026-02-06,2026-02-06
"Conta Zontes",CP02_v-350_[inicio_01/01],"01 - amplo",AD04_v350_img_[15/10]_com_preco,7658357130952021,120212510922970714,120212510922950714,120236892254390714,AD04_v350_img_[15/10]_com_preco,45-54,female,2026-02-06,7,7,1,BRL,0.06,"Clique de 7 dias ou visualização de 1 dia",,,,0,8.57142857,,0,,"Using campaign budget",Daily,9,Daily,2026-02-06,2026-02-06
"Conta Haojue Sun Motors",CP04_dr-160_[inicio_01/01],"[Amanita] Always On | DR160 - Amplo",AD07_dr160_img_[06/01],184629203219671,120218349708790298,120218349708850298,120237818342340298,AD07_dr160_img_[06/01],45-54,female,2026-02-06,3,3,1,BRL,0.01,"Clique de 7 dias ou visualização de 1 dia",,,,0,3.33333333,,0,,"Using campaign budget",Daily,25,Daily,2026-02-06,2026-02-06
"Conta Haojue Sun Motors",CP08_dk-160_[inicio_14/10],CJ01_dk160_amplo,AD06_dk160_img_[06/01],184629203219671,120233157487530298,120233157487570298,120237818393430298,AD06_dk160_img_[06/01],45-54,female,2026-02-06,6,7,1.16666667,BRL,0.05,"Clique de 7 dias ou visualização de 1 dia",,,,14.28571429,7.14285714,,0.05,,"Using campaign budget",Daily,15,Daily,2026-02-06,2026-02-06
"Conta Haojue Sun Motors",CP07_nk-150_[inicio_18/09],CJ01_nk150_amplo,AD010_nk150_img_[06/01],184629203219671,120231793936550298,120231793936530298,120237818652800298,AD010_nk150_img_[06/01],45-54,female,2026-02-06,2,2,1,BRL,0.08,"Clique de 7 dias ou visualização de 1 dia",,,,0,40,,0,,"Using campaign budget",Daily,15,Daily,2026-02-06,2026-02-06
"Conta Haojue Sun Motors",CP05_dl-160_[inicio_01/01],"[Amanita] Always On | DL160 - Amplo",AD07_dl160_img_[08/01],184629203219671,120228417084420298,120228417084570298,120237922343140298,AD07_dl160_img_[08/01],45-54,female,2026-02-06,6,8,1.33333333,BRL,0.27,"Clique de 7 dias ou visualização de 1 dia",,,1,12.5,33.75,0.27,0.27,,"Using campaign budget",Daily,10,Daily,2026-02-06,2026-02-06
"Conta Suzuki Sun Motors",CP02_gsx-8s_[inicio_01/01],"[Amanita] Suzuki - GSX-8S - Amplo",AD05_gsx_8s_img_[12/01],722911362773979,120211251061830599,120211847192070599,120238429634710599,AD05_gsx_8s_img_[12/01],45-54,female,2026-02-06,5,5,1,BRL,0.02,"Clique de 7 dias ou visualização de 1 dia",,,,0,4,,0,,"Using campaign budget",Daily,20,Daily,2026-02-06,2026-02-06
"Conta Zontes",CP05_t-350+t-350-x_[inicio_01/01],"[Amanita] Zontes - T350 e T350x - Amplo",AD06_t350_img_[13/01],7658357130952021,120224545259140714,120224545259250714,120238669666370714,AD06_t350_img_[13/01],45-54,female,2026-02-06,12,19,1.58333333,BRL,0.06,"Clique de 7 dias ou visualização de 1 dia",,,,0,3.15789474,,0,,"Using campaign budget",Daily,20,Daily,2026-02-06,2026-02-06
"Conta Zontes",CP02_v-350_[inicio_01/01],"01 - amplo",AD05_v350_img_[13/01],7658357130952021,120212510922970714,120212510922950714,120238669724190714,AD05_v350_img_[13/01],45-54,female,2026-02-06,2,2,1,BRL,0.02,"Clique de 7 dias ou visualização de 1 dia",,,,0,10,,0,,"Using campaign budget",Daily,9,Daily,2026-02-06,2026-02-06
"Conta Haojue Sun Motors",CPE04_[carnaval_ofertas_inicio_02/02]],CJE01_[carnaval_ofertas],AD01_dl160_img_[02/01],184629203219671,120238736778790298,120238736778820298,120238736778810298,AD01_dl160_img_[02/01],45-54,female,2026-02-06,6,7,1.16666667,BRL,0.38,"Clique de 7 dias ou visualização de 1 dia",,,,0,54.28571429,,0,,"Using campaign budget",Daily,40,Daily,2026-02-06,2026-02-06
"Conta Haojue Sun Motors",CPE04_[carnaval_ofertas_inicio_02/02]],CJE01_[carnaval_ofertas],AD06_gsx-8r_img_[02/01],184629203219671,120238736778790298,120238736778820298,120238739661330298,AD06_gsx-8r_img_[02/01],45-54,female,2026-02-06,21,26,1.23809524,BRL,0.15,"Clique de 7 dias ou visualização de 1 dia",,,1,7.69230769,5.76923077,0.15,0.075,,"Using campaign budget",Daily,40,Daily,2026-02-06,2026-02-06
"Conta Suzuki Sun Motors",CP06_gsx-8r_[inicio_08/09],CJ01_gsx-8r_amplo,AD015_gsx_8r_img_[20/01],722911362773979,120231169848870599,120231169848990599,120238760561210599,AD015_gsx_8r_img_[20/01],45-54,female,2026-02-06,3,3,1,BRL,0.01,"Clique de 7 dias ou visualização de 1 dia",,,,0,3.33333333,,0,,"Using campaign budget",Daily,15,Daily,2026-02-06,2026-02-06
"Conta Haojue Sun Motors",CP06_master-ride-150_[inicio_08/09],CJ01_master_ride_amplo,AD10_master_ride_img_[05/02],184629203219671,120231323193670298,120231323193700298,120238979706070298,AD10_master_ride_img_[05/02],45-54,female,2026-02-06,7,8,1.14285714,BRL,0.1,"Clique de 7 dias ou visualização de 1 dia",,,,0,12.5,,0,,"Using campaign budget",Daily,15,Daily,2026-02-06,2026-02-06
"Conta Haojue Sun Motors",CPE04_[carnaval_ofertas_inicio_02/02]],CJE01_[carnaval_ofertas],AD08_e-350_img_[06/02]-,184629203219671,120238736778790298,120238736778820298,120239025623310298,AD08_e-350_img_[06/02]-,45-54,female,2026-02-06,1,1,1,BRL,0.01,"Clique de 7 dias ou visualização de 1 dia",,,,0,10,,0,,"Using campaign budget",Daily,40,Daily,2026-02-06,2026-02-06
"Conta Haojue Sun Motors",CPE04_[carnaval_ofertas_inicio_02/02]],CJE01_[carnaval_ofertas],AD08_e-350_img_[06/02],184629203219671,120238736778790298,120238736778820298,120239028196290298,AD08_e-350_img_[06/02],45-54,female,2026-02-06,23,30,1.30434783,BRL,0.48,"Clique de 7 dias ou visualização de 1 dia",,,1,3.33333333,16,0.48,0.48,,"Using campaign budget",Daily,40,Daily,2026-02-06,2026-02-06
"Conta Suzuki Sun Motors",CP09_gsx-s1000+gsx-s1000-gx_[inicio_05/02],CJ01_gsx-s1000+gsx-s1000-gx_amplo,AD05_gsx-s1000-gx_img_[12/01],722911362773979,120239355257350599,120239355257340599,120239355257300599,AD05_gsx-s1000-gx_img_[12/01],45-54,female,2026-02-06,2,2,1,BRL,0,"Clique de 7 dias ou visualização de 1 dia",,,,0,0,,0,,"Using campaign budget",Daily,18,Daily,2026-02-06,2026-02-06
"Conta Suzuki Sun Motors",CP09_gsx-s1000+gsx-s1000-gx_[inicio_05/02],CJ01_gsx-s1000+gsx-s1000-gx_amplo,AD02_gsx-s1000_img_[12/01],722911362773979,120239355257350599,120239355257340599,120239355426930599,AD02_gsx-s1000_img_[12/01],45-54,female,2026-02-06,3,4,1.33333333,BRL,0.01,"Clique de 7 dias ou visualização de 1 dia",,,,0,2.5,,0,,"Using campaign budget",Daily,18,Daily,2026-02-06,2026-02-06
"Conta Suzuki Sun Motors",CP10_v-strom-650-xt+v-strom-800-de_[inicio_05/02],CJ01_v-strom_650-xt+v-strom-800-de_amplo,AD05_v-strom-650-tx_img_[20/01],722911362773979,120239355488020599,120239355488080599,120239355488030599,AD05_v-strom-650-tx_img_[20/01],45-54,female,2026-02-06,1,1,1,BRL,0.01,"Clique de 7 dias ou visualização de 1 dia",,,,0,10,,0,,"Using campaign budget",Daily,10,Daily,2026-02-06,2026-02-06
"Conta Suzuki Sun Motors",CP10_v-strom-650-xt+v-strom-800-de_[inicio_05/02],CJ01_v-strom_650-xt+v-strom-800-de_amplo,AD02_v-strom-650-tx_img_[08/12],722911362773979,120239355488020599,120239355488080599,120239355488040599,AD02_v-strom-650-tx_img_[08/12],45-54,female,2026-02-06,3,4,1.33333333,BRL,0.08,"Clique de 7 dias ou visualização de 1 dia",,,,0,20,,0,,"Using campaign budget",Daily,10,Daily,2026-02-06,2026-02-06
"Conta Suzuki Sun Motors",CP10_v-strom-650-xt+v-strom-800-de_[inicio_05/02],CJ01_v-strom_650-xt+v-strom-800-de_amplo,AD04_v-strom-800-de_img_[12/01],722911362773979,120239355488020599,120239355488080599,120239355598890599,AD04_v-strom-800-de_img_[12/01],45-54,female,2026-02-06,11,16,1.45454545,BRL,1.04,"Clique de 7 dias ou visualização de 1 dia",,,,0,65,,0,,"Using campaign budget",Daily,10,Daily,2026-02-06,2026-02-06
"Conta Zontes",CP03_e-350_[inicio_01/01],"[Amanita] Zontes - 350 Scooter - AMPLO",AD09_e350_img_[06/02],7658357130952021,120228803541830714,120228803541820714,120239484038620714,AD09_e350_img_[06/02],45-54,female,2026-02-06,5,7,1.4,BRL,0.14,"Clique de 7 dias ou visualização de 1 dia",,,,0,20,,0,,"Using campaign budget",Daily,15,Daily,2026-02-06,2026-02-06
"Conta Kia Sun Motors",CP01_sportage_[inicio_08/09],CJ01_sportage_amplo,AD010_sportage_img_[06/01],277844195704332,6915514980415,6915514981215,6966762783815,AD010_sportage_img_[06/01],45-54,female,2026-02-06,53,65,1.22641509,BRL,1.35,"Clique de 7 dias ou visualização de 1 dia",,,1,3.07692308,20.76923077,1.35,0.675,,"Using campaign budget",Daily,20,Daily,2026-02-06,2026-02-06
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS",AD05_bongo_img_[12/01],277844195704332,6662637016215,6662637322615,6969065448215,AD05_bongo_img_[12/01],45-54,female,2026-02-06,23,27,1.17391304,BRL,0.18,"Clique de 7 dias ou visualização de 1 dia",,,,0,6.66666667,,0,,30,Daily,"Using ad set budget",,2026-02-06,2026-02-06
"Conta Kia Sun Motors",CP02_stonic_[inicio_01/01],"[Amanita] Always On | KIA STONIC | Amplo",AD06_stonic_img_[14/01],277844195704332,6875080103815,6875080104415,6969866674215,AD06_stonic_img_[14/01],45-54,female,2026-02-06,6,6,1,BRL,0.23,"Clique de 7 dias ou visualização de 1 dia",,,,0,38.33333333,,0,,"Using campaign budget",Daily,10,Daily,2026-02-06,2026-02-06
"Conta Kia Sun Motors",CP04_carnival_[inicio_01/01],"[Amanita] Always On | KIA | Carnival | AMPLO (ADV)",AD03_carnival_img_[26/01],277844195704332,6819548126415,6880512939215,6974296417015,AD03_carnival_img_[26/01],45-54,female,2026-02-06,25,28,1.12,BRL,0.44,"Clique de 7 dias ou visualização de 1 dia",,,,0,15.71428571,,0,,"Using campaign budget",Daily,9,Daily,2026-02-06,2026-02-06
"Conta Kia Sun Motors",CP03_ev5_[inicio_01/01],"[Amanita] Always On | KIA | EV5 | ADV+RMKT",AD04_ev5_img_[26/01],277844195704332,6819551408615,6819551408215,6974317588815,AD04_ev5_img_[26/01],45-54,female,2026-02-06,14,16,1.14285714,BRL,0.3,"Clique de 7 dias ou visualização de 1 dia",,,1,6.25,18.75,0.3,0.3,,"Using campaign budget",Daily,7,Daily,2026-02-06,2026-02-06
"Conta Kia Sun Motors",CP07_sorento_[inicio_27/01],CJ01_sorento_amplo,AD01_sorrento_img_[27/01],277844195704332,6974778338815,6974778338615,6974778337815,AD01_sorrento_img_[27/01],45-54,female,2026-02-06,7,11,1.57142857,BRL,0.17,"Clique de 7 dias ou visualização de 1 dia",,,,0,15.45454545,,0,,"Using campaign budget",Daily,15,Daily,2026-02-06,2026-02-06
"Conta Kia Sun Motors",CP05_niro_[inicio_01/01],"[Amanita] Always On | KIA | Amplo",AD05_niro_img_[05/12],277844195704332,6729879019015,6729879019215,6953693449415,AD05_niro_img_[05/12],45-54,female,2026-02-06,29,37,1.27586207,BRL,1.29,"Clique de 7 dias ou visualização de 1 dia",,,1,2.7027027,34.86486486,1.29,1.29,,"Using campaign budget",Daily,20,Daily,2026-02-06,2026-02-06
"Conta Suzuki Sun Motors",CP09_gsx-s1000+gsx-s1000-gx_[inicio_05/02],CJ01_gsx-s1000+gsx-s1000-gx_amplo,AD04_gsx-s1000-gx_img_[08/12],722911362773979,120239355257350599,120239355257340599,120239355257310599,AD04_gsx-s1000-gx_img_[08/12],45-54,female,2026-02-06,16,21,1.3125,BRL,0.22,"Clique de 7 dias ou visualização de 1 dia",,,1,4.76190476,10.47619048,0.22,0.22,,"Using campaign budget",Daily,18,Daily,2026-02-06,2026-02-06
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS",AD02_bongo_img_[24/11],277844195704332,6662637016215,6662637322615,6947902635015,AD02_bongo_img_[24/11],45-54,female,2026-02-06,7,7,1,BRL,0.07,"Clique de 7 dias ou visualização de 1 dia",,,,0,10,,0,,30,Daily,"Using ad set budget",,2026-02-06,2026-02-06
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS","AD Versatilidade - Bongo - Frete sem preço",277844195704332,6662637016215,6662637322615,6853552721615,"AD Versatilidade - Bongo - Frete sem preço",45-54,male,2026-02-06,155,178,1.1483871,BRL,2.83,"Clique de 7 dias ou visualização de 1 dia",,,2,1.68539326,15.8988764,1.415,0.94333333,,30,Daily,"Using ad set budget",,2026-02-06,2026-02-06
