Relatório de campanha
1 de agosto de 2025 - 31 de agosto de 2025
Semana,Status da campanha,Campanha,Orçamento,Nome do orçamento,Tipo de orçamento,Tipo de estratégia de lances,Status,Motivos do status,Tipo de campanha,Código da moeda,Custo,Custo médio,Conversões,Custo / conv.,Impr.,Interações,CPM médio,Taxa de interação,Cliques,CPC méd.
2025-07-28,Total: Performance Max,,,,,,,,Performance Max,BRL,"3,22","0,21","0,00","0,00",302,15,"10,67","4,97%",11,"0,29"
2025-08-25,Total: Pesquisa,,,,,,,,Pesquisa,BRL,"382,57","0,72","28,00","13,66",16.623,528,"23,01","3,18%",528,"0,72"
2025-08-11,Total: Vídeo,,,,,,,,Vídeo,BRL,"0,00",0,"0,00","0,00",0,0,0, --,0,0
2025-08-04,Total: Vídeo,,,,,,,,Vídeo,BRL,"0,00",0,"0,00","0,00",0,0,0, --,0,0
2025-08-18,Total: Vídeo,,,,,,,,Vídeo,BRL,"0,00",0,"0,00","0,00",0,0,0, --,0,0
2025-08-11,Total: Pesquisa,,,,,,,,Pesquisa,BRL,"578,87","0,82","38,00","15,23",19.151,703,"30,23","3,67%",703,"0,82"
2025-08-04,Total: Pesquisa,,,,,,,,Pesquisa,BRL,"246,18","0,56","13,00","18,94",9.415,436,"26,15","4,63%",436,"0,56"
2025-08-25,Total: Performance Max,,,,,,,,Performance Max,BRL,"48,23","0,17","37,00","1,30",5.128,288,"9,41","5,62%",279,"0,17"
2025-08-18,Total: Performance Max,,,,,,,,Performance Max,BRL,"44,96","0,15","59,00","0,76",5.554,301,"8,09","5,42%",299,"0,15"
2025-08-04,Total: Performance Max,,,,,,,,Performance Max,BRL,"61,39","0,29","22,14","2,77",10.382,213,"5,91","2,05%",204,"0,30"
2025-08-11,Total: Performance Max,,,,,,,,Performance Max,BRL,"56,17","0,16","60,00","0,94",7.175,354,"7,83","4,93%",348,"0,16"
